primary,descriptor2,descriptor3,노트,색상/이미지,계절,온도/습도,날씨,시간대,장소/상황,감정/분위기,normalized_tags,계열,예시_향수,hex_palette_from_colors
Floral,Violet,Cucumber,Floral,"라이트그린), 핑크/화이트 (+보라",봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, violet, cucumber",,,
Citrus,Oily,Waxy,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, oily, waxy",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Aldehydic,Waxy,Coconut,Aldehydic,화이트,사계절/봄,깨끗한/중성,빨래한날/쾌청,종일,세탁한날/오피스,클린/단정,"aldehydic, waxy, coconut",,,
Citrus,Waxy,Green,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, waxy, green",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Floral,Rose,Soft,Floral,핑크/화이트 (+로즈핑크),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, rose, soft",,,
Fruity,Green,Fresh,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, green, fresh",,,
Floral,Rose,Geranium,Floral,핑크/화이트 (+로즈핑크),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, rose, geranium",,,
Floral,Neroli,Medicinal,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, neroli, medicinal",,,
Floral,Neroli,Marine,Floral,핑크/화이트 (+딥블루),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, neroli, marine",,,
Citrus,Bergamot,Lavender,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우 (+라임옐로우)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, bergamot, lavender",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Citrus,Fresh,Lavender,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, fresh, lavender",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Woody,Cedarwood,Amber,Woody,"브라운 (+시더브라운, 앰버골드)",가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, cedarwood, amber",,,
Musk like,Warm,Powdery,Musk like,"검정, dark 갈색, 아이보리","가을, 겨울, 사계절/가을",포근/부드러움,포근/은은,"저녁, 밤, 종일/저녁","갤러리, 사무실, whisky 바, 홈/데일리","대담함, 강렬함, 관능적임, 스킨/포근","musk like, warm, powdery",Leather/Animalic,"Acqua di Parma Leather, Memo Irish Leather, Tom Ford Tuscan Leather",#000000
Musk like,Warm,Powdery,Musk like,"검정, dark 갈색, 아이보리","가을, 겨울, 사계절/가을",포근/부드러움,포근/은은,"저녁, 밤, 종일/저녁","갤러리, 사무실, whisky 바, 홈/데일리","대담함, 강렬함, 관능적임, 스킨/포근","musk like, warm, powdery",Leather/Animalic,"Acqua di Parma Leather, Memo Irish Leather, Tom Ford Tuscan Leather",#000000
Musk like,Warm,Powdery,Musk like,"검정, dark 갈색, 아이보리","가을, 겨울, 사계절/가을",포근/부드러움,포근/은은,"저녁, 밤, 종일/저녁","갤러리, 사무실, whisky 바, 홈/데일리","대담함, 강렬함, 관능적임, 스킨/포근","musk like, warm, powdery",Leather/Animalic,"Acqua di Parma Leather, Memo Irish Leather, Tom Ford Tuscan Leather",#000000
Floral,Neroli,Green,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, neroli, green",,,
Fruity,Green,Herbal,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, green, herbal",,,
Fruity,Floral,Apple,Fruity,오렌지/레드 (+애플그린/레드),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, floral, apple",,,
Fruity,Rose,Green,Fruity,오렌지/레드 (+로즈핑크),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, rose, green",,,
Citrus,Fruity,Orange,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우 (+오렌지)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, fruity, orange",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Aldehydic,Orange,Green,Aldehydic,화이트 (+오렌지),사계절/봄,깨끗한/중성,빨래한날/쾌청,종일,세탁한날/오피스,클린/단정,"aldehydic, orange, green",,,
Fruity,Rose,Orange,Fruity,"오렌지), 오렌지/레드 (+로즈핑크",봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, rose, orange",,,
Gourmand,Fatty,Creamy,Gourmand,베이지/크림,가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, fatty, creamy",,,
Balsamic,Waxy,Floral,Balsamic,"호박색, 갈색, 황갈색, 앰버","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, waxy, floral",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Floral,Citrus,Oily,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, citrus, oily",,,
Floral,Fresh,Ozonic,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, fresh, ozonic",,,
Aldehydic,Citrus,Fresh,Aldehydic,화이트,사계절/봄,깨끗한/중성,빨래한날/쾌청,종일,세탁한날/오피스,클린/단정,"aldehydic, citrus, fresh",,,
Citrus,Citrus,Ozonic,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, ozonic",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Floral,Soft,Waxy,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, soft, waxy",,,
Citrus,Mandarin,Fresh,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, mandarin, fresh",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Floral,Citrus,Fresh,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, citrus, fresh",,,
Floral,Woody,Green,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, woody, green",,,
Food Like,Roasted,Waxy,Food Like,베이지,사계절,중성,주방/식감,오후,주방/브런치,일상/친근,"food like, roasted, waxy",,,
Floral,Green,Spicy,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, green, spicy",,,
Floral,Citrus,Green,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, citrus, green",,,
Floral,Almond,Fruity,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, almond, fruity",,,
Fruity,Woody,Green,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, woody, green",,,
Fruity,Caramel,Burnt,Fruity,오렌지/레드 (+카라멜브라운),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, caramel, burnt",,,
Woody,Amber,Incense,Woody,브라운 (+앰버골드),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, amber, incense",,,
Green,Sharp,Fruity,Green,"leafy green, 그린","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","정원, 초원, 공원, 공원/정원","깨끗함, crisp, 자연스러움, 청량/맑음","green, sharp, fruity",Green,"Balmain Vent Vert, Chanel No.19, Diptyque Eau de Lierre",
Fruity,Peach,Woody,Fruity,오렌지/레드 (+피치/살구),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, peach, woody",,,
Woody,Carrot,Dry,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, carrot, dry",,,
Herbal,Earthy,Oily,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, earthy, oily",Green/Herbal,,
Woody,Sandalwood,Dry,Woody,브라운 (+크리미베이지),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, sandalwood, dry",,,
Floral,Bergamot,Lavender,Floral,핑크/화이트 (+라임옐로우),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, bergamot, lavender",,,
Citrus,Bergamot,Green,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우 (+라임옐로우)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, bergamot, green",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Woody,Cedarwood,Dry,Woody,브라운 (+시더브라운),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, cedarwood, dry",,,
Woody,Cedarwood,Dry,Woody,브라운 (+시더브라운),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, cedarwood, dry",,,
Woody,Balsamic,Floral,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, balsamic, floral",,,
Herbal,Aldehydic,Tobacco,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, aldehydic, tobacco",Green/Herbal,,
Herbal,Fruity,Green,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, fruity, green",Green/Herbal,,
Fruity,Banana,Pineapple,Fruity,오렌지/레드 (+애플그린/레드),봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, banana, pineapple",,,
Woody,Vetiver,Amber,Woody,브라운 (+앰버골드),가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, vetiver, amber",,,
Amber,Dry,Woody,Amber,"따뜻함 호박색, 앰버/골드","가을, 여름, 겨울, 가을/겨울",따뜻한/포근,포근/실내,"저녁, 밤, 저녁/밤","콘서트, 로맨틱함 저녁 식사, 라운지/바","고급스러움, 관능적임, 따뜻함, 포근/관능","amber, dry, woody",Woody/Amber,"Dior Sauvage, Molecule 02, Prada L'Homme Intense",
Balsamic,Floral,Ylang,Balsamic,"호박색, 갈색, 황갈색, 앰버","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, floral, ylang",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Floral,Balsamic,Dry,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, balsamic, dry",,,
Floral,Aromatic,Balsamic,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, aromatic, balsamic",,,
Floral,Fruity,Sweet,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, fruity, sweet",,,
Gourmand,Sweet,Caramel,Gourmand,베이지/크림 (+카라멜브라운),가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, sweet, caramel",,,
Balsamic,Phenolic,Honey,Balsamic,"호박색, 갈색, 황갈색, 앰버","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, phenolic, honey",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Amber,Dry,Woody,Amber,"따뜻함 호박색, 앰버/골드","가을, 여름, 겨울, 가을/겨울",따뜻한/포근,포근/실내,"저녁, 밤, 저녁/밤","콘서트, 로맨틱함 저녁 식사, 라운지/바","고급스러움, 관능적임, 따뜻함, 포근/관능","amber, dry, woody",Woody/Amber,"Dior Sauvage, Molecule 02, Prada L'Homme Intense",
Herbal,Medicinal,Ylang,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, medicinal, ylang",Green/Herbal,,
Balsamic,Sweet,Vanilla,Balsamic,"호박색, 갈색, 황갈색, 앰버 (+크림아이보리)","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, sweet, vanilla",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Floral,Sweet,Herbal,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, sweet, herbal",,,
Fruity,Pear,Green,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, pear, green",,,
Gourmand,Sweet,Milky,Gourmand,베이지/크림,가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, sweet, milky",,,
Gourmand,Nutty,Sweet,Gourmand,베이지/크림,가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, nutty, sweet",,,
Gourmand,Nutty,Hay,Gourmand,베이지/크림,가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, nutty, hay",,,
Herbal,Minty,Fruity,Herbal,"vivid green, 그린 (+민트)","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, minty, fruity",Green/Herbal,,
Smoky,Spicy,Clove,Smoky,차콜,가을/겨울,따뜻한/건조,모닥불/안개,밤,캠프/바,무드/시크,"smoky, spicy, clove",,,
Aromatic,Woody,Minty,Aromatic,"vivid green, 그린/블루 (+민트)","봄, 여름, 봄/여름",상쾌/허브,맑음,낮,"balcony, kitchen 정원, 허브가든","fresh, lively, 허벌/밸런스","aromatic, woody, minty",Green/Herbal,,
Citrus,Minty,Fresh,Citrus,"연한 초록, 주황, 노랑, 라임/옐로우 (+민트)","봄, 여름, 봄/여름",시원한/상쾌,맑음,"낮, 아침","brunch, outdoor, 테라스, 야외/산책","energetic, sparkling, 기분 좋음, 상쾌/활기","citrus, minty, fresh",Fresh/Citrus,"Acqua di Parma Colonia, Chanel Chance Eau Fraîche, Dior Homme Cologne","#AED581, #FF9800, #FFEB3B"
Powdery,Sweet,Creamy,Powdery,파스텔,사계절/가을,포근/부드러움,잔잔/실내,종일/저녁,오피스/홈,부드러움/안정,"powdery, sweet, creamy",,,
Herbal,Aromatic,Spicy,Herbal,"vivid green, 그린","봄, 여름, 봄/여름",상쾌/허브,초록/햇살,낮,"balcony, kitchen 정원, 피크닉","fresh, lively, 프레시/그린","herbal, aromatic, spicy",Green/Herbal,,
Fruity,Floral,Green,Fruity,오렌지/레드,봄/여름,중성/달달,맑음,낮/오후,캐주얼/모임,밝음/달콤,"fruity, floral, green",,,
Floral,Powdery,Gourmand,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, powdery, gourmand",,,
Balsamic,Fruity,Floral,Balsamic,"호박색, 갈색, 황갈색, 앰버","가을, 겨울, 가을/겨울",따뜻한/수지향,수지/따뜻,"저녁, 밤, 저녁/밤","벽난로 옆, 도서관, 라운지, 사원/숲","안정감, sophisticated, 따뜻함, 깊이/안온","balsamic, fruity, floral",Woody,"Diptyque Tam Dao, Hermès Terre d’Hermès, Le Labo Santal 33","#FFC107, #795548, #D2B48C"
Spicy,Sweet,Herbal,Spicy,번트오렌지,가을/겨울,따뜻한,따뜻/실내,저녁,바/레스토랑,따뜻/에너지,"spicy, sweet, herbal",,,
Floral,Jasmin,Animal Like,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, jasmin, animal like",,,
Minty,Powdery,Dry,Minty,"허브 초록, 라벤더색, 민트","봄, 여름, 여름",차가운,선선/그늘,"낮, 저녁","herb 정원, 스파, 스포츠/아웃도어","깨끗함, 집중됨, relaxing, 쿨/리프레시","minty, powdery, dry",Aromatic/Herbal,,"#4CAF50, #B57EDC"
Woody,Camphoraceous,Pine,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, camphoraceous, pine",,,
Musk like,Floral,Woody,Musk like,"검정, dark 갈색, 아이보리","가을, 겨울, 사계절/가을",포근/부드러움,포근/은은,"저녁, 밤, 종일/저녁","갤러리, 사무실, whisky 바, 홈/데일리","대담함, 강렬함, 관능적임, 스킨/포근","musk like, floral, woody",Leather/Animalic,"Acqua di Parma Leather, Memo Irish Leather, Tom Ford Tuscan Leather",#000000
Floral,Green,Cyclamen,Floral,핑크/화이트,봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, green, cyclamen",,,
Minty,Fresh,Dry,Minty,"허브 초록, 라벤더색, 민트","봄, 여름, 여름",차가운,선선/그늘,"낮, 저녁","herb 정원, 스파, 스포츠/아웃도어","깨끗함, 집중됨, relaxing, 쿨/리프레시","minty, fresh, dry",Aromatic/Herbal,,"#4CAF50, #B57EDC"
Floral,Green,Rose,Floral,핑크/화이트 (+로즈핑크),봄,중성/부드러움,화창,낮/오후,데이트/모임,우아/로맨틱,"floral, green, rose",,,
Woody,Spicy,Tobacco,Woody,브라운,가을/겨울,따뜻한,흐림/실내,저녁/밤,갤러리/바,차분/고급,"woody, spicy, tobacco",,,
Gourmand,Vanilla,Caramel,Gourmand,"베이지/크림 (+크림아이보리, 카라멜브라운)",가을/겨울,따뜻한/달달,카페/실내,오후/밤,카페/디저트,편안/달달,"gourmand, vanilla, caramel",,,
